sample number,cpu_time,runtime,k,fluxQ1,fluxQ2,fluxQ3,fluxQ4,k_uncert,flux_runcertQ1,flux_runcertQ2,flux_runcertQ3,flux_runcertQ4,fissQ1,fissQ2,fissQ3,fissQ4,fissEQ1,fissEQ2,fissEQ3,fissEQ4,fiss_runcertQ1,fiss_runcertQ2,fiss_runcertQ3,fiss_runcertQ4,fissE_runcertQ1,fissE_runcertQ2,fissE_runcertQ3,fissE_runcertQ4,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8
sample_00674,2.58E+03,1.30E+02,0.987124,2.66E+19,2.56E+19,2.54E+19,2.54E+19,0.00025,0.00154,0.00161,0.00163,0.00159,8.50E+16,8.48E+16,8.49E+16,8.49E+16,2755120,2748800,2752140,2749990,0.0008,0.0008,0.00083,0.00076,0.0008,0.0008,0.00083,0.00076,0.016193968,6.20236039,0.935979062,5.63039146,2.54404991,1.60474973,3.80408987,3.06861505
sample_00675,2.58E+03,1.30E+02,0.990487,2.57E+19,2.70E+19,2.56E+19,2.58E+19,0.00024,0.00184,0.00187,0.00181,0.00179,8.48E+16,8.49E+16,8.48E+16,8.49E+16,2749480,2750710,2748620,2750340,0.00081,0.00079,0.00081,0.00075,0.00081,0.00079,0.00081,0.00075,2.65893179,5.49230169,2.86131941,3.0242557,0.237280316,2.38056931,4.91442988,3.57845245
sample_00676,2.56E+03,1.29E+02,0.979041,2.52E+19,2.60E+19,2.58E+19,2.51E+19,0.00025,0.00159,0.00165,0.00168,0.00163,8.49E+16,8.48E+16,8.49E+16,8.48E+16,2750290,2746990,2751070,2747120,0.0008,0.00078,0.00083,0.00082,0.0008,0.00078,0.00083,0.00082,4.19632355,4.06254045,5.70756503,2.4415853,2.42702606,1.59213376,2.51404084,2.98469156
sample_00677,2.57E+03,1.29E+02,0.980327,2.52E+19,2.61E+19,2.62E+19,2.53E+19,0.00025,0.00142,0.00148,0.00144,0.0014,8.48E+16,8.48E+16,8.50E+16,8.48E+16,2748370,2747880,2753990,2749870,0.00079,0.00082,0.00079,0.00078,0.00079,0.00082,0.00079,0.00078,3.72165794,4.40318816,4.86115861,2.03392064,2.72119148,1.97375313,1.41642816,2.88151665
sample_00678,2.57E+03,1.29E+02,0.986948,2.59E+19,2.58E+19,2.65E+19,2.60E+19,0.00024,0.00148,0.0014,0.00143,0.00147,8.49E+16,8.49E+16,8.48E+16,8.49E+16,2752190,2752890,2747790,2751900,0.0008,0.00077,0.00077,0.00083,0.0008,0.00077,0.00077,0.00083,5.91368712,4.88435066,0.191819032,4.76866231,3.93140128,2.59112351,3.39373348,1.15930879
sample_00679,2.58E+03,1.30E+02,0.98963,2.57E+19,2.57E+19,2.58E+19,2.65E+19,0.00023,0.00176,0.0017,0.00177,0.00178,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2748930,2747580,2749410,2752550,0.00077,0.0008,0.00074,0.00078,0.00077,0.0008,0.00074,0.00078,5.50001316,4.4785678,3.37909905,0.917261653,1.87148193,5.99193354,5.78758459,4.6868362
sample_00680,2.58E+03,1.30E+02,0.993795,2.52E+19,2.55E+19,2.50E+19,2.51E+19,0.00024,0.00129,0.00136,0.00133,0.0013,8.50E+16,8.49E+16,8.49E+16,8.48E+16,2754270,2751680,2752820,2747330,0.00084,0.00078,0.00084,0.00078,0.00084,0.00078,0.00084,0.00078,5.04859838,6.26351816,2.59180854,4.10736223,5.6746348,4.69110035,5.77135896,1.57493594
sample_00681,2.59E+03,1.30E+02,0.99539,2.58E+19,2.66E+19,2.50E+19,2.58E+19,0.00023,0.0016,0.00156,0.00151,0.00158,8.48E+16,8.48E+16,8.49E+16,8.49E+16,2747550,2749270,2750940,2750560,0.00076,0.00078,0.00076,0.00081,0.00076,0.00078,0.00076,0.00081,2.7291496,0.406037363,2.39698056,2.53314245,0.651028364,1.43727917,3.856384,5.82399441
sample_00682,2.58E+03,1.30E+02,0.988687,2.55E+19,2.57E+19,2.49E+19,2.54E+19,0.00024,0.00153,0.00154,0.00151,0.00151,8.48E+16,8.47E+16,8.49E+16,8.49E+16,2748950,2746550,2751670,2750040,0.00079,0.00076,0.00082,0.00079,0.00079,0.00076,0.00082,0.00079,1.26765222,5.01631868,0.54399295,3.33052878,6.17129384,2.09359899,1.70904039,6.15500263
sample_00683,2.59E+03,1.30E+02,0.993608,2.62E+19,2.52E+19,2.49E+19,2.57E+19,0.00024,0.00161,0.00159,0.00162,0.00162,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2747400,2751630,2749310,2748600,0.00076,0.00085,0.00078,0.00078,0.00076,0.00085,0.00078,0.00078,0.490033923,0.192335472,4.70069929,1.89924194,0.876496467,5.68400677,4.72972254,1.26257472
sample_00684,2.57E+03,1.29E+02,0.98837,2.51E+19,2.51E+19,2.65E+19,2.60E+19,0.00025,0.00119,0.00121,0.00124,0.00116,8.48E+16,8.50E+16,8.50E+16,8.48E+16,2748260,2754400,2753270,2747460,0.00082,0.00078,0.00079,0.00079,0.00082,0.00078,0.00079,0.00079,4.89981065,3.81353069,4.78279249,5.24106252,4.16090694,4.97651473,4.8701351,3.95416934
sample_00685,2.57E+03,1.29E+02,0.985222,2.57E+19,2.64E+19,2.57E+19,2.66E+19,0.00026,0.00116,0.0011,0.00111,0.00118,8.49E+16,8.49E+16,8.48E+16,8.49E+16,2751100,2751280,2749590,2752260,0.00081,0.00075,0.0008,0.00083,0.00081,0.00075,0.0008,0.00083,4.16160309,3.91742836,3.94345351,2.62073077,0.959768271,1.33588267,3.94826746,5.21377944
sample_00686,2.57E+03,1.29E+02,0.986515,2.54E+19,2.55E+19,2.54E+19,2.56E+19,0.00025,0.00155,0.00158,0.00161,0.00161,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2747600,2753170,2748450,2747770,0.00078,0.0008,0.00083,0.00077,0.00078,0.0008,0.00083,0.00077,1.97007209,4.55784306,1.43609361,0.653800392,5.99945761,4.9098163,2.60444929,5.33568967
sample_00687,2.56E+03,1.29E+02,0.979977,2.63E+19,2.57E+19,2.55E+19,2.61E+19,0.00024,0.00135,0.00132,0.0013,0.00128,8.48E+16,8.49E+16,8.48E+16,8.49E+16,2748210,2751820,2749410,2750970,0.00079,0.00078,0.00078,0.00079,0.00079,0.00078,0.00078,0.00079,2.81399442,0.611668749,4.73248763,0.763387585,1.09139911,0.990280437,4.82156682,2.79051934
sample_00688,2.57E+03,1.29E+02,0.985883,2.57E+19,2.56E+19,2.58E+19,2.54E+19,0.00024,0.00128,0.00128,0.00133,0.00128,8.48E+16,8.50E+16,8.48E+16,8.49E+16,2748410,2754720,2747610,2750770,0.00083,0.00081,0.00081,0.0008,0.00083,0.00081,0.00081,0.0008,2.25568139,2.02513921,3.55757326,5.19664395,3.9281503,6.26078083,2.32976599,0.92881318
sample_00689,2.57E+03,1.30E+02,0.989952,2.57E+19,2.54E+19,2.55E+19,2.50E+19,0.00022,0.00164,0.00162,0.00166,0.00165,8.49E+16,8.49E+16,8.48E+16,8.48E+16,2752120,2752910,2746860,2749150,0.00075,0.0008,0.00073,0.00079,0.00075,0.0008,0.00073,0.00079,1.62001271,1.53118362,4.86468006,3.15879179,2.01598518,5.24268213,0.968375742,1.89675124
sample_00690,2.60E+03,1.30E+02,0.993669,2.56E+19,2.60E+19,2.70E+19,2.59E+19,0.00022,0.00127,0.00126,0.00125,0.00128,8.48E+16,8.50E+16,8.48E+16,8.48E+16,2749720,2753460,2748930,2748760,0.00076,0.00079,0.00082,0.00076,0.00076,0.00079,0.00082,0.00076,3.11653941,6.28310758,3.6053537,4.34810117,3.7497752,4.75316312,4.80171893,3.49100867
sample_00691,2.58E+03,1.30E+02,0.997409,2.49E+19,2.58E+19,2.61E+19,2.47E+19,0.00022,0.00158,0.00162,0.00156,0.00154,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2748530,2751400,2749590,2749300,0.00073,0.00077,0.00082,0.00081,0.00073,0.00077,0.00082,0.00081,1.14666882,3.36418389,3.35411444,2.25346452,3.38344098,3.46491666,3.55636745,3.34009402
sample_00692,2.57E+03,1.29E+02,0.989309,2.58E+19,2.57E+19,2.64E+19,2.63E+19,0.00024,0.00157,0.00156,0.00163,0.0016,8.49E+16,8.49E+16,8.49E+16,8.47E+16,2753210,2751050,2750490,2746550,0.00079,0.00076,0.00078,0.00083,0.00079,0.00076,0.00078,0.00083,1.42680271,4.10870904,4.02210931,4.82690759,4.98512413,4.73519253,4.52826842,4.142032
sample_00693,2.56E+03,1.29E+02,0.978608,2.58E+19,2.66E+19,2.61E+19,2.59E+19,0.00025,0.0014,0.00143,0.0014,0.0014,8.48E+16,8.48E+16,8.50E+16,8.49E+16,2748630,2749540,2753630,2750160,0.00082,0.00082,0.00084,0.0008,0.00082,0.00082,0.00084,0.0008,4.0935266,4.60905794,1.9911347,0.635828981,0.874693859,2.45801904,0.564842457,2.65092417
sample_00694,2.58E+03,1.30E+02,0.994461,2.54E+19,2.54E+19,2.61E+19,2.49E+19,0.00024,0.0018,0.00183,0.00182,0.00178,8.49E+16,8.48E+16,8.48E+16,8.49E+16,2752070,2749450,2748950,2751250,0.00078,0.00078,0.00074,0.00079,0.00078,0.00078,0.00074,0.00079,1.62518433,0.102998536,0.602097043,1.37428885,4.26668297,4.45449063,2.74523458,3.73073251
sample_00695,2.59E+03,1.30E+02,1.00145,2.52E+19,2.58E+19,2.60E+19,2.50E+19,0.00023,0.00163,0.00162,0.0016,0.00161,8.49E+16,8.49E+16,8.48E+16,8.49E+16,2752210,2750100,2749280,2751150,0.00081,0.00079,0.00077,0.00076,0.00081,0.00079,0.00077,0.00076,1.35464729,2.28077913,2.49056651,1.84838283,4.01724141,4.53690174,5.79417866,3.32709298
sample_00696,2.56E+03,1.29E+02,0.980005,2.62E+19,2.60E+19,2.57E+19,2.63E+19,0.00025,0.00116,0.00114,0.00108,0.00113,8.49E+16,8.49E+16,8.48E+16,8.47E+16,2751270,2751500,2748440,2745450,0.0008,0.00076,0.00081,0.00079,0.0008,0.00076,0.00081,0.00079,3.27543848,0.196543041,4.56278154,4.34183893,5.96202437,0.972063681,5.70705284,3.21659869
sample_00697,2.58E+03,1.30E+02,0.995882,2.52E+19,2.49E+19,2.57E+19,2.64E+19,0.00023,0.00151,0.00151,0.00159,0.00156,8.49E+16,8.49E+16,8.48E+16,8.48E+16,2751780,2750420,2747420,2749760,0.0008,0.00081,0.00079,0.00077,0.0008,0.00081,0.00079,0.00077,1.37939704,4.81703177,3.62749362,0.500269406,2.93219006,5.7263502,5.06974472,5.29175655
sample_00698,2.57E+03,1.29E+02,0.987117,2.64E+19,2.55E+19,2.54E+19,2.59E+19,0.00023,0.00152,0.00142,0.0014,0.00148,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2748060,2750490,2749740,2748400,0.00081,0.0008,0.0008,0.00077,0.00081,0.0008,0.0008,0.00077,1.01295148,5.79492968,0.676737946,0.257177995,5.13090381,0.456172964,2.32435582,5.07923637
sample_00699,2.57E+03,1.29E+02,0.986033,2.65E+19,2.62E+19,2.54E+19,2.59E+19,0.00025,0.00149,0.00148,0.00145,0.0015,8.48E+16,8.48E+16,8.49E+16,8.48E+16,2748600,2749490,2751630,2749960,0.00081,0.00082,0.0008,0.00084,0.00081,0.00082,0.0008,0.00084,0.341580007,3.25730229,4.38558628,2.82721643,6.17130954,0.439413393,2.73803977,4.45898395
sample_00700,2.57E+03,1.29E+02,0.993001,2.66E+19,2.69E+19,2.55E+19,2.55E+19,0.00025,0.00137,0.00142,0.0014,0.00139,8.49E+16,8.48E+16,8.48E+16,8.49E+16,2752120,2748610,2747170,2751820,0.00081,0.0008,0.00077,0.00081,0.00081,0.0008,0.00077,0.00081,5.34588106,1.76782731,3.181348,2.57683771,5.42823559,1.21704781,4.34174582,2.88563048
sample_00701,2.58E+03,1.30E+02,0.994271,2.58E+19,2.64E+19,2.54E+19,2.56E+19,0.00023,0.00149,0.00153,0.00148,0.00151,8.49E+16,8.48E+16,8.49E+16,8.49E+16,2751970,2748850,2750240,2752890,0.00077,0.00081,0.00083,0.00081,0.00077,0.00081,0.00083,0.00081,0.445714455,4.51506292,2.97639663,2.24498373,2.30372999,0.200451544,2.76376647,5.55937007
sample_00702,2.58E+03,1.30E+02,0.990398,2.54E+19,2.53E+19,2.54E+19,2.48E+19,0.00024,0.00127,0.00129,0.00127,0.00123,8.49E+16,8.49E+16,8.49E+16,8.48E+16,2752380,2751230,2752630,2749140,0.00077,0.0008,0.00074,0.00079,0.00077,0.0008,0.00074,0.00079,5.28921087,6.27324267,5.97757758,2.05125066,4.0434761,6.00500223,3.77349201,3.71235867
sample_00703,2.58E+03,1.30E+02,0.992788,2.55E+19,2.59E+19,2.57E+19,2.53E+19,0.00022,0.00127,0.0013,0.00132,0.00129,8.50E+16,8.48E+16,8.48E+16,8.48E+16,2753940,2749370,2749450,2747370,0.00083,0.00082,0.00079,0.00085,0.00083,0.00082,0.00079,0.00085,6.10876893,5.18641886,1.93580659,1.25666561,4.40355311,5.62858054,4.39775499,2.21602152
sample_00704,2.58E+03,1.30E+02,0.98744,2.55E+19,2.60E+19,2.54E+19,2.51E+19,0.00024,0.00143,0.00149,0.00145,0.0014,8.49E+16,8.48E+16,8.48E+16,8.48E+16,2751600,2749820,2747800,2749360,0.00074,0.00075,0.00079,0.00083,0.00074,0.00075,0.00079,0.00083,2.47600693,6.08523973,3.25054975,3.9354536,2.63793484,0.668776059,1.33248636,1.24839051
sample_00705,2.58E+03,1.30E+02,0.979851,2.57E+19,2.63E+19,2.57E+19,2.55E+19,0.00024,0.00127,0.00132,0.0013,0.00128,8.47E+16,8.49E+16,8.49E+16,8.49E+16,2746360,2750730,2750690,2752240,0.0008,0.00079,0.00079,0.00082,0.0008,0.00079,0.00079,0.00082,2.20955416,3.55728659,5.97353923,3.23025752,5.55181611,0.292156295,1.78587394,1.51793656
sample_00706,2.58E+03,1.30E+02,0.985558,2.66E+19,2.54E+19,2.52E+19,2.59E+19,0.00026,0.00178,0.00174,0.00168,0.00173,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2748720,2748720,2746770,2752780,0.00081,0.00081,0.00078,0.00074,0.00081,0.00081,0.00078,0.00074,1.66763068,0.427781059,0.552570334,6.28268551,1.25308564,1.9609969,3.11244173,4.64069772
sample_00707,2.57E+03,1.29E+02,0.981778,2.52E+19,2.59E+19,2.51E+19,2.53E+19,0.00024,0.00131,0.00129,0.00129,0.00133,8.48E+16,8.48E+16,8.49E+16,8.49E+16,2748550,2747760,2751600,2751780,0.00081,0.00082,0.00085,0.00082,0.00081,0.00082,0.00085,0.00082,2.66687727,4.84929605,3.00604366,1.22476174,1.10591894,0.509951894,5.92898475,2.93869353
sample_00708,2.58E+03,1.29E+02,0.994077,2.57E+19,2.63E+19,2.49E+19,2.54E+19,0.00024,0.00168,0.00166,0.00166,0.0017,8.48E+16,8.48E+16,8.47E+16,8.49E+16,2749780,2749050,2745660,2750470,0.00078,0.00075,0.00079,0.00079,0.00078,0.00075,0.00079,0.00079,2.42392931,0.760244582,2.50866706,2.11292634,1.51251728,1.17769681,0.636717426,4.99904715
sample_00709,2.58E+03,1.30E+02,0.990152,2.57E+19,2.54E+19,2.67E+19,2.61E+19,0.00024,0.0018,0.00181,0.00181,0.00174,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2749240,2750140,2749620,2748550,0.00079,0.00077,0.00081,0.00075,0.00079,0.00077,0.00081,0.00075,5.8932259,4.78571384,4.52819658,0.05846677,3.58099616,5.27715544,3.23473292,4.9988802
sample_00710,2.56E+03,1.29E+02,0.981646,2.48E+19,2.51E+19,2.61E+19,2.56E+19,0.00025,0.00152,0.00155,0.00158,0.00156,8.49E+16,8.48E+16,8.48E+16,8.48E+16,2750910,2749880,2748160,2749860,0.00085,0.00083,0.00081,0.00077,0.00085,0.00083,0.00081,0.00077,3.36887998,4.07510974,5.60568034,0.607329485,2.7049768,5.73247411,4.86752599,2.86398217
sample_00711,2.58E+03,1.29E+02,0.991716,2.58E+19,2.57E+19,2.61E+19,2.54E+19,0.00023,0.00151,0.00154,0.00156,0.00155,8.49E+16,8.48E+16,8.49E+16,8.48E+16,2752680,2749080,2750770,2749180,0.00086,0.00082,0.00074,0.00077,0.00086,0.00082,0.00074,0.00077,2.23112647,1.44790841,1.58101986,6.27173069,3.72310684,2.87480731,2.20606078,4.44451238
sample_00712,2.56E+03,1.29E+02,0.983544,2.62E+19,2.64E+19,2.63E+19,2.57E+19,0.00026,0.00158,0.00158,0.00165,0.00163,8.47E+16,8.49E+16,8.47E+16,8.48E+16,2746640,2751530,2745630,2748020,0.00079,0.00079,0.00077,0.0008,0.00079,0.00079,0.00077,0.0008,5.05547987,2.74150734,4.57417872,3.02799603,0.480481305,3.99379101,2.26361939,3.71925554
sample_00713,2.59E+03,1.30E+02,0.998428,2.54E+19,2.55E+19,2.64E+19,2.61E+19,0.00024,0.0014,0.00134,0.00141,0.00146,8.49E+16,8.48E+16,8.49E+16,8.48E+16,2753000,2749490,2751160,2747320,0.00074,0.00079,0.00075,0.00079,0.00074,0.00079,0.00075,0.00079,0.841097342,4.29876839,3.69096834,1.37748159,2.8305784,4.75736015,0.452717339,0.070756236
sample_00714,2.58E+03,1.29E+02,0.987825,2.57E+19,2.55E+19,2.56E+19,2.59E+19,0.00024,0.00162,0.00163,0.0016,0.00162,8.48E+16,8.48E+16,8.49E+16,8.47E+16,2749080,2747890,2751550,2746190,0.00079,0.00081,0.00079,0.0008,0.00079,0.00081,0.00079,0.0008,5.70476602,4.66524555,2.42133169,6.10936324,1.75802821,2.80591184,3.78947882,4.78750279
sample_00715,2.57E+03,1.29E+02,0.984553,2.59E+19,2.51E+19,2.54E+19,2.58E+19,0.00025,0.00149,0.00149,0.00146,0.00143,8.50E+16,8.50E+16,8.47E+16,8.50E+16,2755920,2753630,2744520,2754210,0.00077,0.0008,0.00082,0.0008,0.00077,0.0008,0.00082,0.0008,4.75940023,1.7933823,4.57597638,5.16048121,5.64960326,2.7259052,2.64668916,5.80140552
sample_00716,2.59E+03,1.30E+02,0.991292,2.58E+19,2.55E+19,2.68E+19,2.58E+19,0.00024,0.00132,0.00131,0.00134,0.00132,8.48E+16,8.48E+16,8.48E+16,8.48E+16,2749540,2748830,2748980,2749650,0.00081,0.00078,0.00081,0.00084,0.00081,0.00078,0.00081,0.00084,5.10331481,2.15636591,4.07837237,5.03686885,3.15342566,3.44011011,4.68372654,2.64802488
sample_00717,2.58E+03,1.29E+02,0.992513,2.56E+19,2.59E+19,2.68E+19,2.55E+19,0.00026,0.00132,0.00134,0.00141,0.00139,8.49E+16,8.48E+16,8.49E+16,8.47E+16,2751040,2748120,2750310,2746130,0.00081,0.00078,0.00079,0.00081,0.00081,0.00078,0.00079,0.00081,2.87087436,0.268987878,0.304884501,3.79439842,2.71279262,4.32318817,2.39605671,4.45928066
sample_00718,2.57E+03,1.29E+02,0.982817,2.57E+19,2.61E+19,2.51E+19,2.54E+19,0.00024,0.00145,0.00151,0.0015,0.00143,8.49E+16,8.48E+16,8.48E+16,8.48E+16,2750100,2748020,2748960,2749690,0.00081,0.00077,0.00081,0.00079,0.00081,0.00077,0.00081,0.00079,5.49039972,3.29361882,1.38897365,4.39999239,0.54444657,1.90766918,3.44795448,1.36603899
sample_00719,2.59E+03,1.30E+02,0.993179,2.57E+19,2.58E+19,2.54E+19,2.54E+19,0.00024,0.00139,0.00135,0.00138,0.00141,8.49E+16,8.48E+16,8.48E+16,8.50E+16,2751390,2748960,2749400,2753930,0.00078,0.0008,0.00081,0.0008,0.00078,0.0008,0.00081,0.0008,2.08187957,0.560070334,0.979307796,3.85562232,2.11848821,5.61862807,4.30232047,4.22965227
sample_00720,2.59E+03,1.30E+02,0.990996,2.52E+19,2.57E+19,2.63E+19,2.54E+19,0.00024,0.00121,0.00122,0.00122,0.00119,8.49E+16,8.49E+16,8.46E+16,8.49E+16,2752090,2753090,2743400,2751890,0.00081,0.00083,0.00078,0.00075,0.00081,0.00083,0.00078,0.00075,4.18606929,5.79486965,0.739259412,1.48299916,2.22442744,3.71925447,2.27685107,0.280333469
sample_00721,2.58E+03,1.30E+02,0.991148,2.56E+19,2.51E+19,2.58E+19,2.65E+19,0.00024,0.00169,0.0017,0.00174,0.00174,8.49E+16,8.49E+16,8.48E+16,8.49E+16,2750770,2751190,2748620,2750340,0.00079,0.00074,0.00078,0.00082,0.00079,0.00074,0.00078,0.00082,4.46470056,1.71885975,5.35607428,4.61808159,4.44745948,2.43808584,4.76415273,0.644078751
sample_00722,2.58E+03,1.30E+02,0.994555,2.52E+19,2.50E+19,2.64E+19,2.56E+19,0.00024,0.00125,0.00128,0.00131,0.00127,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2747680,2752670,2749400,2748240,0.00079,0.00076,0.00079,0.00082,0.00079,0.00076,0.00079,0.00082,0.456146219,3.736934,5.25325187,4.17354784,3.77139842,4.65720535,2.82650103,6.22350181
sample_00723,2.58E+03,1.29E+02,0.992095,2.61E+19,2.57E+19,2.54E+19,2.55E+19,0.00025,0.00123,0.00124,0.00121,0.00122,8.48E+16,8.47E+16,8.50E+16,8.49E+16,2749430,2745100,2754190,2750330,0.00082,0.0008,0.00078,0.00078,0.00082,0.0008,0.00078,0.00078,0.673367631,2.55945686,1.82340416,4.94106793,5.31650363,4.95166209,2.1795759,5.15449209
sample_00724,2.57E+03,1.29E+02,0.989662,2.57E+19,2.56E+19,2.53E+19,2.63E+19,0.00023,0.00155,0.00157,0.00157,0.00155,8.50E+16,8.49E+16,8.47E+16,8.49E+16,2754580,2750320,2746700,2750060,0.00076,0.00083,0.00078,0.00077,0.00076,0.00083,0.00078,0.00077,1.36441482,3.71731173,4.63031185,2.80304688,0.905821899,2.37004476,0.447288196,0.013191366
sample_00725,2.56E+03,1.29E+02,0.983475,2.56E+19,2.57E+19,2.55E+19,2.56E+19,0.00023,0.00152,0.0015,0.00148,0.00153,8.48E+16,8.48E+16,8.49E+16,8.49E+16,2747840,2748170,2752070,2751640,0.00084,0.00083,0.00081,0.0008,0.00084,0.00083,0.00081,0.0008,5.24571307,3.30843345,5.54525726,2.37050746,0.858508079,2.71579018,2.90657693,4.60726107
sample_00726,2.58E+03,1.29E+02,0.984318,2.55E+19,2.58E+19,2.57E+19,2.58E+19,0.00023,0.00114,0.00117,0.00117,0.00116,8.49E+16,8.49E+16,8.48E+16,8.47E+16,2753050,2752140,2749120,2745640,0.0008,0.0008,0.00081,0.0008,0.0008,0.0008,0.00081,0.0008,2.54523725,5.10844815,0.550126393,4.18779733,5.13570909,5.87296459,2.7065015,5.21964595
sample_00727,2.57E+03,1.29E+02,0.983655,2.60E+19,2.65E+19,2.57E+19,2.62E+19,0.00025,0.00139,0.00139,0.0014,0.00144,8.48E+16,8.49E+16,8.47E+16,8.49E+16,2749780,2752560,2746410,2752210,0.0008,0.00079,0.00085,0.00076,0.0008,0.00079,0.00085,0.00076,4.71804859,3.19853696,2.18179244,0.904986677,6.07301846,0.224156438,3.25967795,5.10165295
sample_00728,2.57E+03,1.29E+02,0.982633,2.60E+19,2.56E+19,2.61E+19,2.67E+19,0.00024,0.00151,0.00146,0.00151,0.00155,8.49E+16,8.49E+16,8.49E+16,8.49E+16,2752810,2751200,2750670,2750030,0.00081,0.0008,0.00083,0.00081,0.00081,0.0008,0.00083,0.00081,1.87856816,4.64582469,4.69014667,5.18953574,1.70705382,2.32800905,0.155762915,1.1314728
sample_00729,2.57E+03,1.29E+02,0.98447,2.52E+19,2.61E+19,2.63E+19,2.53E+19,0.00024,0.00166,0.00167,0.00167,0.00162,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2749720,2750770,2749470,2748960,0.00075,0.00075,0.00078,0.00079,0.00075,0.00075,0.00078,0.00079,2.90916632,3.2440086,5.55836402,2.46463468,3.52777312,6.17801263,3.18575163,3.7566638
sample_00730,2.57E+03,1.29E+02,0.985462,2.50E+19,2.54E+19,2.58E+19,2.55E+19,0.00025,0.00157,0.0016,0.00162,0.00162,8.49E+16,8.49E+16,8.48E+16,8.50E+16,2750250,2751370,2749180,2754010,0.00076,0.00076,0.00077,0.00081,0.00076,0.00076,0.00077,0.00081,2.36195775,3.4605004,5.35419716,1.65468224,3.31313897,0.225083364,0.816916296,0.88696706
sample_00731,2.57E+03,1.29E+02,0.989371,2.48E+19,2.53E+19,2.66E+19,2.51E+19,0.00024,0.00123,0.00125,0.00128,0.0012,8.48E+16,8.48E+16,8.49E+16,8.49E+16,2749690,2747310,2750530,2750170,0.00078,0.00082,0.00077,0.0008,0.00078,0.00082,0.00077,0.0008,2.43768901,4.58568625,0.330603757,1.23400077,3.07984034,3.5512027,2.7201083,4.12795032
sample_00732,2.58E+03,1.30E+02,0.993524,2.61E+19,2.64E+19,2.50E+19,2.47E+19,0.00024,0.0015,0.00154,0.00154,0.00151,8.48E+16,8.48E+16,8.47E+16,8.49E+16,2749940,2749330,2746350,2751690,0.0008,0.00081,0.00077,0.0008,0.0008,0.00081,0.00077,0.0008,1.42274659,1.41272879,2.86721563,3.20867767,0.664590636,3.05642808,2.23461773,2.77737525
sample_00733,2.59E+03,1.30E+02,1.00383,2.46E+19,2.57E+19,2.60E+19,2.52E+19,0.00024,0.00128,0.00128,0.00134,0.00126,8.48E+16,8.48E+16,8.49E+16,8.50E+16,2746870,2749800,2752200,2754770,0.00083,0.00079,0.0008,0.00081,0.00083,0.00079,0.0008,0.00081,5.3245545,5.32436411,2.43272647,2.07909426,3.61432882,4.54354983,5.44013423,4.60410848
sample_00734,2.58E+03,1.30E+02,0.988917,2.57E+19,2.59E+19,2.58E+19,2.57E+19,0.00024,0.0012,0.00115,0.0012,0.00123,8.49E+16,8.49E+16,8.49E+16,8.47E+16,2752110,2751290,2753150,2746630,0.00077,0.00081,0.00076,0.00077,0.00077,0.00081,0.00076,0.00077,5.8174947,4.86898896,2.65929118,4.96079167,2.91741756,2.20389161,5.06892222,3.24579563
sample_00735,2.58E+03,1.30E+02,0.991699,2.65E+19,2.60E+19,2.53E+19,2.59E+19,0.00025,0.00165,0.00157,0.00155,0.00156,8.50E+16,8.49E+16,8.48E+16,8.48E+16,2754240,2750080,2747390,2747870,0.00077,0.00081,0.00077,0.00076,0.00077,0.00081,0.00077,0.00076,5.72984726,1.91406303,1.27958997,1.21628354,1.795536,0.96086793,0.491817581,0.810375889
sample_00736,2.58E+03,1.30E+02,0.98846,2.51E+19,2.54E+19,2.59E+19,2.56E+19,0.00024,0.00145,0.00138,0.0014,0.00144,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2747250,2748680,2749320,2751110,0.00079,0.00077,0.00081,0.00077,0.00079,0.00077,0.00081,0.00077,2.71482234,5.64557669,4.83308071,1.8438643,3.4725032,2.12525119,5.17928456,2.26638637
sample_00737,2.57E+03,1.29E+02,0.986821,2.52E+19,2.53E+19,2.54E+19,2.55E+19,0.00025,0.00143,0.00142,0.00143,0.00148,8.48E+16,8.48E+16,8.49E+16,8.48E+16,2747810,2748040,2752360,2748950,0.0008,0.00077,0.00082,0.00081,0.0008,0.00077,0.00082,0.00081,1.81846459,3.1887374,1.14083018,5.1938458,3.41584539,1.06272497,4.65138956,3.95475897
sample_00738,2.57E+03,1.29E+02,0.988505,2.67E+19,2.64E+19,2.55E+19,2.61E+19,0.00025,0.00113,0.00115,0.00108,0.00114,8.50E+16,8.49E+16,8.48E+16,8.48E+16,2754520,2752780,2748030,2749400,0.00081,0.00078,0.00083,0.00078,0.00081,0.00078,0.00083,0.00078,4.89235148,1.25683702,0.54424872,1.95143624,6.13582059,0.953479272,2.63668223,6.05103444
